language,length,count_words,average_word_length,count_ones,count_zeros,ratio_ones,ratio_zeros,frequency_11,frequency_00,entropy,valeur
['1111011'],7,1,7.0,6,1,0.8571428571428571,0.1428571428571428,3,0,0.5916727785823275,1
"['10', '0111010', '0100', '100111', '001', '00011', '01000', '11000']",37,8,4.625,16,21,0.4324324324324324,0.5675675675675675,4,8,0.9867867202680318,0
"['111', '1', '11']",6,3,2.0,6,0,1.0,0.0,3,0,-0.0,0
"['11', '1100', '0011', '0', '100001']",17,5,3.4,8,9,0.4705882352941176,0.5294117647058824,3,4,0.9975025463691152,0
"['100100', '10101', '10010', '0010100', '0', '001101', '1001111', '1']",38,8,4.75,18,20,0.4736842105263157,0.5263157894736842,5,7,0.9980008838722996,0
"['100', '1110', '01', '010110']",15,4,3.75,8,7,0.5333333333333333,0.4666666666666667,2,2,0.9967916319816366,1
"['001', '0']",4,2,2.0,1,3,0.25,0.75,0,1,0.8112781244591328,1
"['1000111', '1111', '10', '10', '0011']",19,5,3.8,12,7,0.631578947368421,0.3684210526315789,5,2,0.9494520153879484,1
"['001', '1110110', '100', '0100000', '000', '01011']",28,6,4.666666666666667,11,17,0.3928571428571428,0.6071428571428571,4,6,0.9666186325481028,1
['11'],2,1,2.0,2,0,1.0,0.0,1,0,-0.0,1
"['0', '01', '1', '0', '10100', '01', '10', '1']",15,8,1.875,7,8,0.4666666666666667,0.5333333333333333,2,2,0.9967916319816366,0
['00000'],5,1,5.0,0,5,0.0,1.0,0,2,-0.0,1
"['100001', '10', '00001', '10010', '1', '100', '1', '001']",26,8,3.25,10,16,0.3846153846153846,0.6153846153846154,3,7,0.961236604722876,0
['10'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['011', '111', '1', '010000', '0010', '011010', '11', '001100', '1110011']",38,9,4.222222222222222,20,18,0.5263157894736842,0.4736842105263157,8,7,0.9980008838722996,0
"['010110', '00', '11001', '1110', '11001']",22,5,4.4,12,10,0.5454545454545454,0.4545454545454545,5,3,0.9940302114769564,1
"['0011', '1', '1010010', '00', '010010', '0001', '10', '100', '1001011', '010000']",42,10,4.2,16,26,0.3809523809523809,0.6190476190476191,4,11,0.9587118829771318,0
"['0', '11', '00001', '0', '1110', '01']",15,6,2.5,7,8,0.4666666666666667,0.5333333333333333,2,3,0.9967916319816366,0
"['0010000', '10110', '100110', '010011', '0111', '100']",31,6,5.166666666666667,14,17,0.4516129032258064,0.5483870967741935,5,7,0.9932338197397066,1
"['111100', '101', '1', '0011000', '1111', '000', '011', '10111', '101100']",38,9,4.222222222222222,22,16,0.5789473684210527,0.4210526315789473,10,6,0.9819407868640976,0
"['011100', '0011110', '110111', '0001', '000']",26,5,5.2,13,13,0.5,0.5,5,4,1.0,1
"['110000', '010010', '0010100', '00', '101001', '0', '001110', '00']",36,8,4.5,12,24,0.3333333333333333,0.6666666666666666,2,9,0.9182958340544896,0
"['101110', '111']",9,2,4.5,7,2,0.7777777777777778,0.2222222222222222,2,0,0.7642045065086203,1
"['10100', '1', '0000', '1011101', '000111', '001000', '101', '01', '10010', '1']",40,10,4.0,18,22,0.45,0.55,3,7,0.9927744539878084,0
"['010111', '000010', '101010', '0000', '10', '11', '11100']",31,7,4.428571428571429,14,17,0.4516129032258064,0.5483870967741935,3,5,0.9932338197397066,0
"['100', '0101101', '00']",12,3,4.0,5,7,0.4166666666666667,0.5833333333333334,1,2,0.9798687566511528,1
"['010', '1110']",7,2,3.5,4,3,0.5714285714285714,0.4285714285714285,1,0,0.9852281360342516,1
"['10', '000']",5,2,2.5,1,4,0.2,0.8,0,2,0.7219280948873623,1
"['110001', '01', '111']",11,3,3.6666666666666665,7,4,0.6363636363636364,0.3636363636363636,3,1,0.94566030460064,1
"['000001', '1100', '001', '1', '10', '01']",18,6,3.0,7,11,0.3888888888888889,0.6111111111111112,2,5,0.964078764808229,0
"['010010', '0100', '101111', '01011', '0', '11110']",27,6,4.5,15,12,0.5555555555555556,0.4444444444444444,5,3,0.9910760598382222,0
"['1', '10', '10', '0000', '11000', '10001', '111000']",25,7,3.5714285714285716,10,15,0.4,0.6,4,5,0.9709505944546686,0
"['0010', '010', '0110101']",14,3,4.666666666666667,6,8,0.4285714285714285,0.5714285714285714,1,3,0.9852281360342516,1
"['10011', '110', '1101001', '01', '110010', '111', '10', '0001000', '1001', '01']",41,10,4.1,21,20,0.5121951219512195,0.4878048780487805,6,7,0.9995708393473224,0
"['01', '1011101', '010100', '110']",18,4,4.5,10,8,0.5555555555555556,0.4444444444444444,3,1,0.9910760598382222,1
"['1', '11', '010111', '0010', '1', '0100', '0000001', '110100']",31,8,3.875,14,17,0.4516129032258064,0.5483870967741935,3,6,0.9932338197397066,0
['10'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['1001', '11']",6,2,3.0,4,2,0.6666666666666666,0.3333333333333333,1,1,0.9182958340544896,1
['00'],2,1,2.0,0,2,0.0,1.0,0,1,-0.0,1
"['0', '00', '01', '10101', '1', '00000', '01010', '101', '0110111']",31,9,3.4444444444444446,14,17,0.4516129032258064,0.5483870967741935,4,5,0.9932338197397066,0
"['110001', '1', '11', '1', '0', '011']",14,6,2.3333333333333335,9,5,0.6428571428571429,0.3571428571428571,4,2,0.9402859586706313,0
"['100', '111101', '11', '10', '0000', '101']",20,6,3.3333333333333335,11,9,0.55,0.45,4,3,0.9927744539878084,0
"['1100110', '1', '100', '111', '111', '0', '1', '1110000', '0111']",30,9,3.3333333333333335,19,11,0.6333333333333333,0.3666666666666666,9,4,0.9480782435939056,0
"['1000101', '010', '0100001', '01111', '011', '001', '01101', '01', '1']",36,9,4.0,18,18,0.5,0.5,5,5,1.0,0
"['0101', '11', '0', '0111100', '010']",17,5,3.4,9,8,0.5294117647058824,0.4705882352941176,3,2,0.9975025463691152,0
"['0', '0', '001111', '001', '110101']",17,5,3.4,9,8,0.5294117647058824,0.4705882352941176,3,3,0.9975025463691152,1
['0'],1,1,1.0,0,1,0.0,1.0,0,0,-0.0,1
"['101', '010100', '11', '111', '00', '000110']",22,6,3.6666666666666665,11,11,0.5,0.5,3,3,1.0,0
"['0100', '1001', '0', '1100', '00111', '110100']",24,6,4.0,11,13,0.4583333333333333,0.5416666666666666,3,5,0.99498482818597,0
"['000', '1110', '10101', '01000']",17,4,4.25,7,10,0.4117647058823529,0.5882352941176471,1,2,0.9774178175281716,1
"['011', '001010', '010', '0001110', '1010101', '01011', '11110']",36,7,5.142857142857143,19,17,0.5277777777777778,0.4722222222222222,5,4,0.997772472089982,1
"['10010', '0', '1000', '01', '000', '1011010', '1011']",26,7,3.7142857142857144,11,15,0.4230769230769231,0.5769230769230769,2,5,0.9828586897127056,0
['010'],3,1,3.0,1,2,0.3333333333333333,0.6666666666666666,0,0,0.9182958340544896,1
"['0', '0101000', '1100010', '010', '0010', '0010000']",29,6,4.833333333333333,8,21,0.2758620689655172,0.7241379310344828,1,8,0.8497511372532974,0
"['01001', '1000111', '11', '01', '1011', '001000', '01', '101001']",34,8,4.25,17,17,0.5,0.5,6,6,1.0,1
"['001', '1100', '10', '11', '0001010', '111', '11']",23,7,3.2857142857142856,13,10,0.5652173913043478,0.4347826086956521,4,3,0.9876925088958034,0
['11'],2,1,2.0,2,0,1.0,0.0,1,0,-0.0,1
"['000', '0011', '0']",8,3,2.6666666666666665,2,6,0.25,0.75,1,2,0.8112781244591328,0
"['11', '010', '010011', '1111', '0', '0', '0111', '11000']",26,8,3.25,15,11,0.5769230769230769,0.4230769230769231,6,4,0.9828586897127056,0
"['110', '01', '100100', '10100', '00', '1110100', '001']",28,7,4.0,12,16,0.4285714285714285,0.5714285714285714,3,7,0.9852281360342516,0
"['100100', '0011111', '000', '01', '11000', '0101010', '00', '01010', '001']",40,9,4.444444444444445,16,24,0.4,0.6,3,10,0.9709505944546686,0
"['011', '0']",4,2,2.0,2,2,0.5,0.5,1,0,1.0,1
"['0', '010100', '00', '0011', '0111', '1100110', '10110', '0011111', '00']",38,9,4.222222222222222,19,19,0.5,0.5,7,7,1.0,0
"['0100110', '000', '0110010', '11', '11001', '1011001']",31,6,5.166666666666667,15,16,0.4838709677419355,0.5161290322580645,6,6,0.9992492479956564,1
"['1', '01', '0111010', '101101', '10100', '010']",24,6,4.0,13,11,0.5416666666666666,0.4583333333333333,3,1,0.99498482818597,0
"['00', '0101', '0111000', '001', '1010010', '11011', '0101100', '1110110']",42,8,5.25,21,21,0.5,0.5,7,5,1.0,1
"['1011', '110']",7,2,3.5,5,2,0.7142857142857143,0.2857142857142857,2,0,0.863120568566631,1
['0101101'],7,1,7.0,4,3,0.5714285714285714,0.4285714285714285,1,0,0.9852281360342516,1
"['0', '010', '1100', '01110', '00', '0', '1']",17,7,2.4285714285714284,7,10,0.4117647058823529,0.5882352941176471,2,4,0.9774178175281716,0
"['01', '1000', '000110', '1', '1010011', '100001', '00', '10000']",33,8,4.125,12,21,0.3636363636363636,0.6363636363636364,4,9,0.94566030460064,0
"['0', '01100', '0101000', '010', '11', '010100', '001110', '1', '001011']",37,9,4.111111111111111,16,21,0.4324324324324324,0.5675675675675675,4,7,0.9867867202680318,0
"['111', '0', '0100111', '100']",14,4,3.5,8,6,0.5714285714285714,0.4285714285714285,3,3,0.9852281360342516,0
"['00', '0110110', '0110110', '00011', '1', '1001', '110111', '1', '111', '00']",38,10,3.8,22,16,0.5789473684210527,0.4210526315789473,10,6,0.9819407868640976,0
"['0010111', '11111']",12,2,6.0,9,3,0.75,0.25,4,1,0.8112781244591328,1
"['110001', '0', '0011', '11111', '010100']",22,5,4.4,12,10,0.5454545454545454,0.4545454545454545,4,3,0.9940302114769564,1
"['10001', '001010', '10', '000', '10010', '11010', '000100', '0', '000']",36,9,4.0,11,25,0.3055555555555556,0.6944444444444444,1,10,0.8879763195151349,0
"['1100111', '110100', '1100', '001110', '1111', '1010100', '011', '111', '111']",43,9,4.777777777777778,28,15,0.6511627906976745,0.3488372093023256,11,5,0.9330252953592912,0
"['01', '0', '0000100', '1', '0']",12,5,2.4,3,9,0.25,0.75,0,3,0.8112781244591328,0
"['011', '1100000', '011', '10', '01', '10110', '11', '011100']",30,8,3.75,16,14,0.5333333333333333,0.4666666666666667,7,5,0.9967916319816366,0
"['0101', '110011']",10,2,5.0,6,4,0.6,0.4,2,1,0.9709505944546686,1
"['11000', '0']",6,2,3.0,2,4,0.3333333333333333,0.6666666666666666,1,2,0.9182958340544896,1
"['01', '100011', '011110']",14,3,4.666666666666667,8,6,0.5714285714285714,0.4285714285714285,4,1,0.9852281360342516,1
['10'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['0000', '10011', '01010']",14,3,4.666666666666667,5,9,0.3571428571428571,0.6428571428571429,1,3,0.9402859586706313,1
"['010001', '0010100', '1010011', '0000010', '11111', '00', '0101', '100111', '1']",45,9,5.0,21,24,0.4666666666666667,0.5333333333333333,6,8,0.9967916319816366,0
"['00', '110', '1011011', '000', '00', '00']",19,6,3.1666666666666665,7,12,0.3684210526315789,0.631578947368421,3,4,0.9494520153879484,0
['101101'],6,1,6.0,4,2,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
['01'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['01', '0011000', '1000', '1001', '1', '101']",21,6,3.5,9,12,0.4285714285714285,0.5714285714285714,2,4,0.9852281360342516,0
"['1', '11001', '0', '010101', '10', '011110', '00110']",26,7,3.7142857142857144,14,12,0.5384615384615384,0.4615384615384615,5,4,0.9957274520849256,0
"['01001', '1111', '001', '1001', '1', '11', '111100', '0011000', '1', '000000']",39,10,3.9,19,20,0.4871794871794871,0.5128205128205128,8,9,0.999525689293649,0
"['10001', '0010111', '111', '0101', '0011111', '1000100', '01011', '110001', '1110101']",51,9,5.666666666666667,29,22,0.5686274509803921,0.4313725490196078,10,6,0.9863676072907088,0
"['0', '0', '1001', '1', '110101', '1101010']",20,6,3.3333333333333335,11,9,0.55,0.45,3,2,0.9927744539878084,0
"['010', '101000', '100100', '010000']",21,4,5.25,6,15,0.2857142857142857,0.7142857142857143,0,5,0.863120568566631,1
"['10', '1111110', '1010', '01001', '11010', '1', '011']",27,7,3.857142857142857,17,10,0.6296296296296297,0.3703703703703703,5,2,0.9509560484549724,0
"['001', '0', '1001001', '11']",13,4,3.25,6,7,0.4615384615384615,0.5384615384615384,1,3,0.9957274520849256,0
"['0', '0011000']",8,2,4.0,2,6,0.25,0.75,1,2,0.8112781244591328,1
"['0', '00', '01']",5,3,1.6666666666666667,1,4,0.2,0.8,0,2,0.7219280948873623,0
"['1000', '111', '11000', '100100', '01', '0101', '011001']",30,7,4.285714285714286,14,16,0.4666666666666667,0.5333333333333333,3,5,0.9967916319816366,0
"['0000', '0011', '00', '010110', '01', '00000', '0001101', '1', '11']",33,9,3.6666666666666665,12,21,0.3636363636363636,0.6363636363636364,5,9,0.94566030460064,0
"['1101', '011', '11', '1010010', '11000', '0000100', '010101']",34,7,4.857142857142857,16,18,0.4705882352941176,0.5294117647058824,4,5,0.9975025463691152,1
"['11', '1', '00111', '10', '1100101', '01', '1']",20,7,2.857142857142857,13,7,0.65,0.35,5,2,0.934068055375491,0
"['011100', '10001', '0', '0001110', '0001', '01001', '0', '11', '111110', '0000']",41,10,4.1,18,23,0.4390243902439024,0.5609756097560976,5,9,0.9892452969285004,0
"['0', '0110010', '11', '11011', '10001', '01']",22,6,3.6666666666666665,12,10,0.5454545454545454,0.4545454545454545,4,3,0.9940302114769564,0
"['1000', '00', '1']",7,3,2.3333333333333335,2,5,0.2857142857142857,0.7142857142857143,0,2,0.863120568566631,1
"['0', '1']",2,2,1.0,1,1,0.5,0.5,0,0,1.0,1
"['1', '000', '0', '001001', '01']",13,5,2.6,4,9,0.3076923076923077,0.6923076923076923,0,4,0.8904916402194913,0
"['1110', '1101100']",11,2,5.5,7,4,0.6363636363636364,0.3636363636363636,3,1,0.94566030460064,1
"['0', '01100', '010', '0001', '001', '100111', '0101101', '11', '01']",33,9,3.6666666666666665,16,17,0.4848484848484848,0.5151515151515151,5,6,0.9993375041688848,0
"['1101', '11']",6,2,3.0,5,1,0.8333333333333334,0.1666666666666666,2,0,0.6500224216483541,1
"['01000', '100', '01', '1000110', '0100110', '1', '011001']",31,7,4.428571428571429,13,18,0.4193548387096774,0.5806451612903226,4,6,0.9811522341999132,0
"['00011', '111', '0011', '011', '100000', '000', '1010', '000010', '000110', '010100']",46,10,4.6,17,29,0.3695652173913043,0.6304347826086957,5,12,0.9503376699710268,0
"['10', '110', '0010100', '0101111', '0', '1011', '010101', '01', '1', '10001']",38,10,3.8,20,18,0.5263157894736842,0.4736842105263157,5,3,0.9980008838722996,0
"['1', '00110', '1011', '0110', '001110', '0101011', '110110', '11', '10']",37,9,4.111111111111111,22,15,0.5945945945945946,0.4054054054054054,8,3,0.974024864435752,0
['01'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['0', '10', '000', '1000011', '1']",14,5,2.8,5,9,0.3571428571428571,0.6428571428571429,1,4,0.9402859586706313,0
"['1000100', '1110100', '0110001', '1', '10']",24,5,4.8,11,13,0.4583333333333333,0.5416666666666666,3,4,0.99498482818597,1
"['111011', '001', '110', '01', '000111', '011', '0110111']",30,7,4.285714285714286,19,11,0.6333333333333333,0.3666666666666666,7,3,0.9480782435939056,0
"['111', '1', '100100', '000001', '001']",19,5,3.8,8,11,0.4210526315789473,0.5789473684210527,2,5,0.9819407868640976,0
"['0', '010']",4,2,2.0,1,3,0.25,0.75,0,1,0.8112781244591328,1
"['110', '0', '00001', '10101', '00', '01', '0', '1']",20,8,2.5,8,12,0.4,0.6,2,4,0.9709505944546686,0
"['1100', '010', '000101', '1010', '0111']",21,5,4.2,10,11,0.4761904761904761,0.5238095238095238,3,4,0.998363672593813,1
['01100'],5,1,5.0,2,3,0.4,0.6,1,1,0.9709505944546686,1
"['11101', '00', '001']",10,3,3.3333333333333335,5,5,0.5,0.5,1,2,1.0,1
['0110'],4,1,4.0,2,2,0.5,0.5,1,0,1.0,1
"['0110', '000', '101', '000001', '111', '1110001', '1', '111', '1011001', '11111']",42,10,4.2,25,17,0.5952380952380952,0.4047619047619047,11,6,0.97366806454962,0
"['1101', '000', '111000', '1', '10101', '011', '101']",25,7,3.5714285714285716,14,11,0.56,0.44,4,2,0.9895875212220556,0
"['1101111', '101', '0000', '0110', '111', '01110']",26,6,4.333333333333333,16,10,0.6153846153846154,0.3846153846153846,6,2,0.961236604722876,1
"['111', '0', '0100101', '000', '1000', '0011101', '1000001', '1']",33,8,4.125,14,19,0.4242424242424242,0.5757575757575758,4,7,0.9833761901392236,0
"['101', '1111']",7,2,3.5,6,1,0.8571428571428571,0.1428571428571428,2,0,0.5916727785823275,1
"['1', '011', '1011', '110', '11100', '1001', '10', '100011']",28,8,3.5,17,11,0.6071428571428571,0.3928571428571428,6,3,0.9666186325481028,0
"['010', '1010110', '010101', '101100', '0011110', '1110110', '0110110', '11', '1', '00010']",51,10,5.1,28,23,0.5490196078431373,0.4509803921568627,10,5,0.9930554830121974,0
"['1111', '010101', '011', '101']",16,4,4.0,11,5,0.6875,0.3125,3,0,0.8960382325345574,1
"['1000011', '01', '101', '1011', '01000', '100111', '110111', '1101110']",40,8,5.0,24,16,0.6,0.4,9,4,0.9709505944546686,0
"['00010', '1000', '010', '1', '1000', '11', '01100']",24,7,3.4285714285714284,9,15,0.375,0.625,3,5,0.954434002924965,0
"['111', '01011', '00']",10,3,3.3333333333333335,6,4,0.6,0.4,2,1,0.9709505944546686,1
['10'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['111000', '11000', '0110110', '10', '01', '1110', '000', '100011', '101000']",41,9,4.555555555555555,19,22,0.4634146341463415,0.5365853658536586,7,8,0.9961344835095796,0
"['11', '0110101', '11111', '0001111', '0000011', '111110', '1110001', '0001101', '011111', '000']",57,10,5.7,34,23,0.5964912280701754,0.4035087719298245,14,6,0.9729661265889024,0
['1101'],4,1,4.0,3,1,0.75,0.25,1,0,0.8112781244591328,1
"['011', '0000100', '0011', '100010', '01101', '00', '011']",30,7,4.285714285714286,12,18,0.4,0.6,4,7,0.9709505944546686,1
"['0000110', '001110']",13,2,6.5,5,8,0.3846153846153846,0.6153846153846154,2,3,0.961236604722876,1
"['0100', '0', '100', '10111', '1', '1110101']",21,6,3.5,12,9,0.5714285714285714,0.4285714285714285,3,2,0.9852281360342516,0
"['001101', '01101', '011', '0110', '001001', '1011111']",31,6,5.166666666666667,18,13,0.5806451612903226,0.4193548387096774,7,3,0.9811522341999132,0
"['0100101', '11', '001100', '100', '1']",19,5,3.8,9,10,0.4736842105263157,0.5263157894736842,2,4,0.9980008838722996,0
"['11', '010001', '101', '11101', '10', '0011101', '1101011', '000', '010011', '110110']",47,10,4.7,27,20,0.574468085106383,0.425531914893617,11,5,0.9839393951635756,0
"['1001', '000011', '1111101', '10100', '1001', '1010']",30,6,5.0,16,14,0.5333333333333333,0.4666666666666667,5,5,0.9967916319816366,1
"['011110', '11110']",11,2,5.5,8,3,0.7272727272727273,0.2727272727272727,4,0,0.8453509366224364,1
"['01100', '011', '0', '11', '00101', '101', '01', '111101']",27,8,3.375,16,11,0.5925925925925926,0.4074074074074074,6,2,0.975119064940866,0
['100010'],6,1,6.0,2,4,0.3333333333333333,0.6666666666666666,0,1,0.9182958340544896,1
"['101', '0010']",7,2,3.5,3,4,0.4285714285714285,0.5714285714285714,0,1,0.9852281360342516,1
"['0011', '011', '01011']",12,3,4.0,7,5,0.5833333333333334,0.4166666666666667,3,1,0.9798687566511528,1
"['001', '10100', '001001', '000111', '101', '1110', '1101101', '1100', '1110011']",45,9,5.0,25,20,0.5555555555555556,0.4444444444444444,10,7,0.9910760598382222,0
"['1011111', '101']",10,2,5.0,8,2,0.8,0.2,3,0,0.7219280948873623,1
"['010', '0', '11', '00110', '111100', '10']",19,6,3.1666666666666665,10,9,0.5263157894736842,0.4736842105263157,4,3,0.9980008838722996,0
"['1101000', '1011']",11,2,5.5,6,5,0.5454545454545454,0.4545454545454545,2,1,0.9940302114769564,1
"['01', '00110', '1', '10']",10,4,2.5,5,5,0.5,0.5,2,1,1.0,0
"['0', '001', '000100', '0000', '110', '00', '0', '10']",22,8,2.75,5,17,0.2272727272727272,0.7727272727272727,1,7,0.7732266742876346,0
"['0110', '110', '1110', '0000111', '01', '1101101', '10', '10101', '000111']",40,9,4.444444444444445,23,17,0.575,0.425,8,3,0.983708262623186,0
"['110010', '0', '1000001', '00001', '0111110', '00110', '1']",32,7,4.571428571428571,14,18,0.4375,0.5625,4,7,0.9886994082884974,0
"['00110', '010100', '0', '000101', '000', '1', '000', '01001', '101001']",36,9,4.0,12,24,0.3333333333333333,0.6666666666666666,2,10,0.9182958340544896,0
"['1010001', '1000', '110', '0101101', '010', '1', '0000', '0010010']",36,8,4.5,14,22,0.3888888888888889,0.6111111111111112,3,7,0.964078764808229,0
"['0011110', '101010', '10100', '111110', '0']",25,5,5.0,14,11,0.56,0.44,4,3,0.9895875212220556,1
"['10000', '111', '000110', '100', '1011', '00111', '00']",28,7,4.0,13,15,0.4642857142857143,0.5357142857142857,4,6,0.996316519558962,0
['0011100'],7,1,7.0,3,4,0.4285714285714285,0.5714285714285714,1,2,0.9852281360342516,1
"['100', '1', '1', '000101', '10011']",16,5,3.2,8,8,0.5,0.5,3,3,1.0,0
"['1', '110100', '0011011', '0111', '0100101', '1100000', '1000100']",39,7,5.571428571428571,18,21,0.4615384615384615,0.5384615384615384,5,7,0.9957274520849256,0
